moduleCode,title,semesters
LL6056BV,Tax Planning And Policy,[1]
LL6060V,World Trade Law,[2]
LL6063V,Business & Finance For Lawyers,"[1, 2]"
LL6064V,Competition Law and Policy,[1]
LL6070V,Foundations Of Intellectual Property Law,"[1, 2]"
LL6071,"International Patent Law, Policy and Practice",[1]
LL6073V,International Criminal Law,[1]
LL6089V,Chinese Corporate & Securities Law,[2]
LL6099,Maritime Law,[1]
LL6109V,International Law & Asia,[2]
LL6111V,International Copyright Law and Policy,[2]
LL6140V,Law of the Sea: Theory and Practice,[2]
LL6150,International Investment Law and Arbitration,[2]
LL6177V,Entertainment Law,[1]
LL6188V,Corporate Finance Law,[2]
LL6190,Freedom of Speech: Critical & Comparative Perspectives,[2]
LL6203,International Moots and Other Competitions,"[1, 2]"
LL6203A,International Moots and Other Competitions,"[1, 2]"
LL6203B,International Moots and Other Competitions,"[1, 2]"
LL6203C,International Moots and Other Competitions,"[1, 2]"
LL6208V,Advanced Criminal Legal Process,[2]
LL6213V,Transnational Law,[1]
LL6219,The Trial of Jesus in Western Legal Thought,[2]
LL6244V,Criminal Practice,[1]
LL6251V,International Humanitarian Law,[2]
LL6263V,Intellectual Property Rights and Competition Policy,[2]
LL6276V,Advanced Contract Law,[1]
LL6277V,Medical Law and Ethics,[2]
LL6283V,"Artificial Intelligence, Information Science & Law",[2]
LL6285V,International Dispute Settlement,[1]
LL6287V,ASEAN Law and Policy,[1]
LL6290V,Traditions of Legal Research,[2]
LL6292V,State Responsibility: Theory and Practice,[2]
LL6295,Conflict of Laws in Int’l Commercial Arbitration,[2]
LL6303V,Law and Literature,[1]
LL6305,Intellectual Property and Human Rights,[2]
LL6308V,"Behavioural Economics, Law & Regulation",[2]
LL6309V,Strategies for Asian Disputes - A Comparative Analysis,[2]
LL6320,International Space Law,[1]
LL6322,Trade Finance Law,[1]
LL6327V,Mergers and Acquisitions: A Practitioner’s Perspective,[2]
LL6335V,Multinational Enterprises and International Law,[1]
LL6338V,Advanced Practicum in International Arbitration,[2]
LL6339,Comparative Evidence in International Arbitration,[2]
LL6342V,Taxation of Cross-Border Commercial Transactions I,[2]
LL6346,Interim Measures in International Arbitration,[2]
LL6349V,Energy Arbitration,[2]
LL6350V,Privacy & Data Protection Law,[1]
LL6356V,International Economic Law Clinic,[2]
LL6357V,Regulation & Political Economy,[2]
LL6359Z,SIAC and Institutional Arbitration,[1]
LL6360Z,Current Challenges to Investment Arbitration,[2]
LL6361Z,Complex Arbitrations: Multiparty – Multicontract,[2]
LL6364V,Principles of Civil Law: Law of Obligations & Property,[1]
LL6383Z,International Arbitration & the New York Convention,[1]
LL6396,University Research Opportunities Programme,"[1, 2]"
LL6397,University Research Opportunities Progra,"[1, 2]"
LL6402,Corporate Insolvency Law,[2]
LL6405A,Law of Intellectual Property (a),[1]
LL6407,Law Of Insurance,[2]
LL6412,Securities and Capital Markets Regulation,[2]
LL6433V,Global Data Privacy Law,[2]
LL6434V,International Commodity Trading Law Clinic,[2]
LL6436V,Family Law and Practice,[1]
LL6438V,Intellectual Property Arbitration,[2]
LL6447V,Law and Data Science,[2]
LL6450V,Singapore Legal History,[2]
LL6452V,Specialised Topics in Family Law,[2]
LL6461V,Compliance and Risk Management,[1]
LL6475V,Law and Practice of Investment Management,[1]
LL6482V,Transitional Justice in Asia,[1]
LL6483V,Aviation Financing,[2]
LL6489V,Corporate Law and Economics,[1]
LL6491V,Law and the Humanities,[1]
LL6496V,The Law and Economics of Competition Policy,[2]
LL6503,Civil Law in a Global Perspective,[1]
LL6514V,Multidisciplinary Approach to Crime & Criminal Justice,[1]
LL6515,Law and Empire,[1]
LL6516,Ethics in Finance,[1]
LL6517,Design and Negotiation for Lawyers,[2]
LL6518,Classic and Contemporary Texts in Crime and Punishment,[1]
LL6519,"Religion, State and Multiculturalism",[1]
LL6520,"Corporations, Technology and the Law",[1]
LL6521,"Comparative Antitrust Law: Taiwan, China and Beyond",[2]
LL6522V,International Construction Contracts and Arbitration,[1]
LL6524,Business Law in China,[2]
LL6525,Basic Legal Positions,[2]
LL6526,Japanese Law,[2]
LL6527V,Business Valuation in Practice,[1]
LL6528V,International Mediation,[1]
LL6529V,FinTech and the Law,[2]
LL6530V,Law and Natural Language Processing,[2]
LL6531,The Human Rights of Women,[1]
LL6534V,Law and Economics of Climate Change,[2]
LLD5002,Admiralty Law & Practice,[2]
LLD5034V,International Regulation of Shipping,[2]
LLD5043,Law of Marine Insurance,[2]
LLD5054,Domestic and International Sale of Goods,[2]
LLD5099,Maritime Law,[1]
LLD5140V,Law of the Sea: Theory and Practice,[2]
LLD5322,Trade Finance Law,[1]
LLD5396,University Research Opportunities Programme,"[1, 2]"
LLD5397,University Research Opportunities Programme,"[1, 2]"
LLJ5002,Admiralty Law & Practice,[2]
LLJ5004V,Aviation Law & Policy,"[1, 2]"
LLJ5007,Biotechnology Law,[2]
LLJ5008AV,Carriage of Goods By Sea,[1]
LLJ5008BV,Charterparties,[2]
LLJ5009V,Modern Chinese Law & Legal Chinese,[1]
LLJ5011V,Reform of Civil Procedure,[2]
LLJ5012,Comparative Constitutional Law,[1]
LLJ5014V,Construction Law,[2]
LLJ5021V,Environmental Law,[1]
LLJ5024V,Indonesian Law,[2]
LLJ5029BV,International Commercial Arbitration,[2]
LLJ5029V,International Commercial Arbitration,[1]
LLJ5030V,International Commercial Litigation,[1]
LLJ5031V,International  Environmental Law & Policy,[2]
LLJ5033V,International Legal Process,[1]
LLJ5034V,International Regulation of Shipping,[2]
LLJ5043,Law of Marine Insurance,[2]
LLJ5044V,Mediation,[2]
LLJ5045V,Negotiation,[1]
LLJ5049V,Principles Of Conflict Of Laws,[1]
LLJ5050V,Public International Law,[1]
LLJ5054,Domestic and International Sale of Goods,[2]
LLJ5056BV,Tax Planning And Policy,[1]
LLJ5060V,World Trade Law,[2]
LLJ5063V,Business & Finance For Lawyers,"[1, 2]"
LLJ5064V,Competition Law and Policy,[1]
LLJ5070V,Foundations Of Intellectual Property Law,"[1, 2]"
LLJ5071,"International Patent Law, Policy and Practice",[1]
LLJ5073V,International Criminal Law,[1]
LLJ5089V,Chinese Corporate & Securities Law,[2]
LLJ5094AV,The Corporate Law Clinic,"[1, 2]"
LLJ5094BV,NUS-State Courts Judicial Clerkship Programme,[1]
LLJ5094CV,The Access to Justice Low Bono Litigation Clinic,"[1, 2]"
LLJ5094DV,The Pro Bono Criminal Law Litigation Clinic,"[1, 2]"
LLJ5094EV,The Capital Offences Criminal Litigation Clinic,"[1, 2]"
LLJ5094FV,The Evolving Legal Landscapes Clinic,"[1, 2]"
LLJ5094GV,The NUS CPBCLE Start Up Clinic,"[1, 2]"
LLJ5094V,The Pro Bono Family Law Litigation Clinic,"[1, 2]"
LLJ5099,Maritime Law,[1]
LLJ5109V,International Law & Asia,[2]
LLJ5111V,International Copyright Law and Policy,[2]
LLJ5140V,Law of the Sea: Theory and Practice,[2]
LLJ5150,International Investment Law and Arbitration,[2]
LLJ5177V,Entertainment Law,[1]
LLJ5188V,Corporate Finance Law,[2]
LLJ5190,Freedom of Speech: Critical & Comparative Perspectives,[2]
LLJ5203,International Moots and Other Competitions,"[1, 2]"
LLJ5208V,Advanced Criminal Legal Process,[2]
LLJ5213V,Transnational Law,[1]
LLJ5219,The Trial of Jesus in Western Legal Thought,[2]
LLJ5244V,Criminal Practice,[1]
LLJ5251V,International Humanitarian Law,[2]
LLJ5263V,Intellectual Property Rights and Competition Policy,[2]
LLJ5276V,Advanced Contract Law,[1]
LLJ5277V,Medical Law and Ethics,[2]
LLJ5283V,"Artificial Intelligence, Information Science & Law",[2]
LLJ5285V,International Dispute Settlement,[1]
LLJ5287V,ASEAN Law and Policy,[1]
LLJ5290V,Traditions of Legal Research,[2]
LLJ5292V,State Responsibility: Theory and Practice,[2]
LLJ5295,Conflict of Laws in Int’l Commercial Arbitration,[2]
LLJ5303V,Law and Literature,[1]
LLJ5305,Intellectual Property and Human Rights,[2]
LLJ5308V,"Behavioural Economics, Law & Regulation",[2]
LLJ5309V,Strategies for Asian Disputes - A Comparative Analysis,[2]
LLJ5320,International Space Law,[1]
LLJ5322,Trade Finance Law,[1]
LLJ5327V,Mergers and Acquisitions: A Practitioner’s Perspective,[2]
LLJ5335V,Multinational Enterprises and International Law,[1]
LLJ5338V,Advanced Practicum in International Arbitration,[2]
LLJ5339,Comparative Evidence in International Arbitration,[2]
LLJ5342V,Taxation of Cross-Border Commercial Transactions I,[2]
LLJ5346,Interim Measures in International Arbitration,[2]
LLJ5349V,Energy Arbitration,[2]
LLJ5350V,Privacy & Data Protection Law,[1]
LLJ5356V,International Economic Law Clinic,[2]
LLJ5357V,Regulation & Political Economy,[2]
LLJ5359Z,SIAC and Institutional Arbitration,[1]
LLJ5360Z,Current Challenges to Investment Arbitration,[2]
LLJ5361Z,Complex Arbitrations: Multiparty – Multicontract,[2]
LLJ5364V,Principles of Civil Law: Law of Obligations & Property,[1]
LLJ5367V,Public International Law Externship,[1]
LLJ5377V,Law in Action Legal Policymaking Externship,[2]
LLJ5383Z,International Arbitration & the New York Convention,[1]
LLJ5396,University Research Opportunities Programme,"[1, 2]"
LLJ5397,University Research Opportunities Programme,"[1, 2]"
LLJ5398,University Research Opportunities Programme,"[1, 2]"
LLJ5399,University Research Opportunities Programme,"[1, 2]"
LLJ5402,Corporate Insolvency Law,[2]
LLJ5405A,Law of Intellectual Property (a),[1]
LLJ5407,Law of Insurance,[2]
LLJ5412,Securities and Capital Markets Regulation,[2]
LLJ5433V,Global Data Privacy Law,[2]
LLJ5434V,International Commodity Trading Law Clinic,[2]
LLJ5436V,Family Law and Practice,[1]
LLJ5438V,Intellectual Property Arbitration,[2]
LLJ5447V,Law and Data Science,[2]
LLJ5450V,Singapore Legal History,[2]
LLJ5452V,Specialised Topics in Family Law,[2]
LLJ5461V,Compliance and Risk Management,[1]
LLJ5475V,Law and Practice of Investment Management,[1]
LLJ5482V,Transitional Justice in Asia,[1]
LLJ5483V,Aviation Financing,[2]
LLJ5485X,Negotiation,[2]
LLJ5489V,Corporate Law and Economics,[1]
LLJ5491V,Law and the Humanities,[1]
LLJ5496V,The Law and Economics of Competition Policy,[2]
LLJ5503,Civil Law in a Global Perspective,[1]
LLJ5514V,Multidisciplinary Approach to Crime & Criminal Justice,[1]
LLJ5515,Law and Empire,[1]
LLJ5516,Ethics in Finance,[1]
LLJ5517,Design and Negotiation for Lawyers,[2]
LLJ5518,Classic and Contemporary Texts in Crime and Punishment,[1]
LLJ5519,"Religion, State and Multiculturalism",[1]
LLJ5520,"Corporations, Technology and the Law",[1]
LLJ5521,"Comparative Antitrust Law: Taiwan, China and Beyond",[2]
LLJ5522V,International Construction Contracts and Arbitration,[1]
LLJ5524,Business Law in China,[2]
LLJ5525,Basic Legal Positions,[2]
LLJ5526,Japanese Law,[2]
LLJ5527V,Business Valuation in Practice,[1]
LLJ5528V,International Mediation,[1]
LLJ5529V,FinTech and the Law,[2]
LLJ5530V,Law and Natural Language Processing,[2]
LLJ5531,The Human Rights of Women,[1]
LLJ5534V,Law and Economics of Climate Change,[2]
LSE6101,Fundamentals of Environmental Life Sciences Engineering,[1]
LSM1111,Biological Challenges and Opportunities for Humankind,"[1, 2]"
LSM1301,General Biology,"[1, 2]"
LSM1303,Animal Behaviour,[2]
LSM2105,Molecular Genetics,"[1, 2]"
LSM2106,Fundamental Biochemistry,"[1, 2]"
LSM2107,Evolutionary Biology,"[1, 2]"
LSM2191A,Laboratory Techniques in Life Sciences,"[1, 2]"
LSM2191B,Laboratory Techniques in Life Sciences,"[1, 2]"
LSM2212,Human Anatomy,[1]
LSM2233,Cell Biology,"[1, 2]"
LSM2234,Introduction to Quantitative Biology,[2]
LSM2251,Ecology and Environment,"[1, 2]"
LSM2252,Biodiversity,"[1, 2]"
LSM2254,Fundamentals of Plant Biology,[2]
LSM2288,Basic UROPS in Life Sciences I,"[1, 2, 3, 4]"
LSM2288R,Basic UROPS in Life Sciences I (REx),"[1, 2]"
LSM2289,Basic UROPS in Life Sciences II,"[1, 2, 3, 4]"
LSM2289R,Basic UROPS in Life Sciences II (REx),[1]
LSM2291,Fundamental Techniques in Microbiology,"[1, 2]"
LSM2310,FOS Undergraduate Professional Internship Programme 1ST,"[1, 2]"
LSM2312,FOS Undergraduate Professional Internship Programme 2S1,[1]
LSM2313,FOS Undergraduate Professional Internship Programme 2S2,"[1, 2]"
LSM3201,Research and Communication in Life Sciences,"[1, 2]"
LSM3210A,Metabolism and Regulation,[1]
LSM3210B,Metabolism and Regulation,[2]
LSM3211,Fundamental Pharmacology,"[1, 2]"
LSM3212,Human Physiology: Cardiopulmonary System,[1]
LSM3214,Human Physiology - Hormones and Health,[2]
LSM3215,Neuronal Signaling and Memory Mechanisms,[1]
LSM3216,Neuronal Development and Diseases,[2]
LSM3217,Human Ageing,[1]
LSM3218,Cardiopulmonary Pharmacology,[2]
LSM3219,Neuropharmacology,[1]
LSM3220,"Genes, Genomes and Biomedical Implications","[1, 2]"
LSM3222,Human Neuroanatomy,[2]
LSM3223,Immunology,"[1, 2]"
LSM3225,Molecular Microbiology in Human Diseases,[2]
LSM3226,Medical Mycology and Drug Discovery,[2]
LSM3227,General Virology,"[1, 2]"
LSM3228,Microbiomes and Biofilms,[1]
LSM3231,Protein Structure and Function,[1]
LSM3232,Microbiology,"[1, 2]"
LSM3233,Developmental Biology,[1]
LSM3234,Biological Imaging of Growth and Form,[1]
LSM3235,Biomedical Applications of Human Epigenetics,[1]
LSM3236,Pattern Formation and Self-organisation in Biology,[1]
LSM3242,Translational Microbiology,[2]
LSM3243,Molecular Biophysics,[2]
LSM3244,Molecular Biotechnology,[2]
LSM3245,RNA Biology and Technology,[1]
LSM3246,Synthetic Biology,[1]
LSM3247,Practical Synthetic Biology,[2]
LSM3252,Evolution and Comparative Genomics,[2]
LSM3254,Ecology of Aquatic Environments,[1]
LSM3255,Ecology of Terrestrial Environments,[2]
LSM3256,Tropical Horticulture,[2]
LSM3257,Applied Data Analysis in Ecology and Evolution,[2]
LSM3258,Comparative Botany,[1]
LSM3259,Fungal Biology,[2]
LSM3260,Plant-Microbe Interactions,[2]
LSM3265,Entomology,[1]
LSM3266,Avian Biology and Evolution,[1]
LSM3267,Behavioural Biology,[2]
LSM3272,Global Change Biology,[2]
LSM3288,Advanced UROPS in Life Sciences I,"[1, 2, 3, 4]"
LSM3288R,Advanced UROPS in Life Sciences I (REx),[1]
LSM3289,Advanced UROPS in Life Sciences II,"[1, 2, 3, 4]"
LSM3289R,Advanced UROPS in Life Sciences II (REx),[1]
LSM3310,FOS Undergraduate Professional Internship Programme 2ST,"[3, 4]"
LSM3311,Undergraduate Professional Internship Programme,"[1, 2, 3, 4]"
LSM3312,FOS Undergraduate Professional Internship Programme 3S1,"[1, 2]"
LSM3313,FOS Undergraduate Professional Internship Programme 3S2,[2]
LSM4199,Honours Project in Life Sciences,"[1, 2]"
LSM4210,"Topics in Biomedical Science: Brain, Metabolism, Ageing",[2]
LSM4211,Toxicology,[1]
LSM4213,Systems Neurobiology,[1]
LSM4214,Cancer Pharmacology,"[1, 2]"
LSM4216,Molecular Nutrition and Metabolic Biology,[1]
LSM4217,Functional Ageing,[2]
LSM4218,Biotechnology and Biotherapeutics,"[1, 2]"
LSM4220,Molecular Basis of Human Diseases,[2]
LSM4221,Drug Discovery and Clinical Trials,"[1, 2]"
LSM4222,Advanced Immunology,"[1, 2]"
LSM4223,Advances in Antimicrobial Strategies,[1]
LSM4225,Genetic Medicine in the Post-Genomic Era,[2]
LSM4226,Infection and Immunity,[1]
LSM4227,Stem Cell Biology,"[1, 2]"
LSM4231,Structural Biology,[2]
LSM4232,Advanced Cell Biology,[1]
LSM4234,Mechanobiology,[2]
LSM4236,Human Microscopic Anatomy,[2]
LSM4241,Functional Genomics,[2]
LSM4242,Protein Engineering,[1]
LSM4243,Tumour Biology,"[1, 2]"
LSM4245,Advanced Epigenetics and Chromatin Biology,[2]
LSM4251,Plant Growth and Development,[1]
LSM4252,Reproductive Biology,[2]
LSM4254,Principles of Taxonomy and Systematics,[2]
LSM4255,Methods in Mathematical Biology,[1]
LSM4256,Evolution of Development,[1]
LSM4257,Aquatic Vertebrate Diversity,[1]
LSM4259,Evolutionary Genetics of Reproduction,[1]
LSM4260,Plankton Ecology,[1]
LSM4261,Marine Biology,[2]
LSM4262,Tropical Conservation Biology,[1]
LSM4263,Field Studies in Biodiversity,[3]
LSM4264,Freshwater Biology,[2]
LSM4266,Aquatic Invertebrate Diversity,[2]
LSM4267,Light & Vision in Animal Communication,[1]
LSM4268,Environmental Bioacoustics,[1]
LSM4288E,Research Project in Life Sciences,"[1, 2]"
LSM4288M,Research Project in Life Sciences,"[1, 2]"
LSM4299,Applied Project in Life Sciences,"[1, 2]"
LSM4312,FOS Undergraduate Professional Internship Programme 4S1,"[1, 2]"
LSM4351,Vegetation and Plant Diversity of Southeast Asia,[2]
LSM4352,Sustainable Urban Food Production for Food Security,[2]
MA1100,Basic Discrete Mathematics,"[1, 2]"
MA1100T,Basic Discrete Mathematics (T),[1]
MA1301,Introductory Mathematics,"[1, 2]"
MA1301X,Introductory Mathematics,"[2, 3]"
MA1312,Calculus with Applications,[2]
MA1505,Mathematics I,[1]
MA1508E,Linear Algebra for Engineering,[2]
MA1511,Engineering Calculus,"[1, 2]"
MA1512,Differential Equations for Engineering,"[1, 2]"
MA1513,Linear Algebra with Differential Equations,"[1, 2]"
MA1521,Calculus for Computing,"[1, 2]"
MA1522,Linear Algebra for Computing,"[1, 2]"
MA2001,Linear Algebra I,"[1, 2]"
MA2002,Calculus,"[1, 2]"
MA2101,Linear Algebra II,"[1, 2]"
MA2101S,Linear Algebra II (S),[1]
MA2104,Multivariable Calculus,"[1, 2]"
MA2108,Mathematical Analysis I,"[1, 2]"
MA2108S,Mathematical Analysis I (S),[2]
MA2116,Probability,"[1, 2]"
MA2202,Algebra I,[2]
MA2202S,Algebra I (S),[2]
MA2213,Numerical Analysis I,[2]
MA2214,Combinatorics and Graphs I,[1]
MA2288,Basic UROPS in Mathematics I,"[1, 2, 3, 4]"
MA2288R,Basic UROPS in Mathematics I (REx),[1]
MA2289,Basic UROPS in Mathematics II,"[1, 2, 3, 4]"
MA2301,Basic Applied Mathematics,[1]
MA2310,FOS Undergraduate Professional Internship Programme 1ST,"[3, 4]"
MA2311,Techniques in Advanced Calculus,[1]
MA2312U,FOS Undergraduate Professional Internship Programme 2S1,[1]
MA2313,FOS Undergraduate Professional Internship Programme 2S2,[2]
MA2401,Introductory Mathematics with R,[2]
MA3201,Algebra II,[1]
MA3205,Set Theory,[2]
MA3209,Metric and Topological Spaces,[1]
MA3210,Mathematical Analysis II,[1]
MA3211,Complex Analysis I,[2]
MA3211S,Complex Analysis I (S),[2]
MA3220,Ordinary Differential Equations,[1]
MA3233,Combinatorics and Graphs II,[2]
MA3236,Non-Linear Programming,[1]
MA3238,Stochastic Processes I,[1]
MA3252,Linear and Network Optimisation,[2]
MA3264,Mathematical Modelling,[1]
MA3265,Introduction to Number Theory,[2]
MA3288,Advanced UROPS in Mathematics I,"[1, 2, 3, 4]"
MA3289,Advanced UROPS in Mathematics II,"[1, 2, 3, 4]"
MA3310,FOS Undergraduate Professional Internship Programme 2ST,"[3, 4]"
MA3311,Undergraduate Professional Internship Programme,"[3, 4]"
MA3312,FOS Undergraduate Professional Internship Programme 3S1,"[1, 2]"
MA3313,FOS Undergraduate Professional Internship Programme 3S2,"[1, 2]"
MA4198,Mathematics Capstone Project,"[1, 2]"
MA4199,Honours Project in Mathematics,"[1, 2]"
MA4203,Galois Theory,[2]
MA4207,Mathematical Logic,[1]
MA4211,Functional Analysis,[2]
MA4221,Partial Differential Equations,[1]
MA4229,Fourier Analysis and Approximation,[2]
MA4230,Matrix Computation,[1]
MA4233,Dynamical Systems,[2]
MA4235,Topics in Graph Theory,[1]
MA4251,Stochastic Processes II,[2]
MA4254,Discrete Optimization,[1]
MA4255,Numerical Methods in Differential Equations,[2]
MA4261,Information and Coding Theory,[1]
MA4262,Measure and Integration,[1]
MA4264,Game Theory,[2]
MA4266,Introduction to Algebraic Topology,[1]
MA4268,Mathematics for Visual Data Processing,[2]
MA4270,Data Modelling and Computation,[1]
MA4273,Algebraic Geometry of Curves and Surfaces,[2]
MA4288O,Undergraduate Project in Mathematics,"[1, 2]"
MA4288P,Undergraduate Project in Mathematics,"[1, 2]"
MA4310,FOS Undergraduate Professional Internship Programme 3ST,"[3, 4]"
MA4312,FOS Undergraduate Professional Internship Programme 4S1,[1]
MA4313,FOS Undergraduate Professional Internship Programme 4S2,[2]
MA5198,Graduate Seminar Course in Mathematics,"[1, 2]"
MA5202,Number Theory,[1]
MA5204,Commutative and Homological Algebra,[2]
MA5205,Graduate Analysis I,[1]
MA5206,Graduate Analysis II,[2]
MA5210,Differentiable Manifolds,[1]
MA5213,Advanced Partial Differential Equations,[2]
